task_id,timestamp,agent,workflow_type,confidence,amount,vendor_id,vendor_type,risk_level,human_reviewed,ai_decision,final_decision,correct,processing_time_seconds,exception_type
T-00200,2026-02-23 08:36:37,Accounts Payable AI,po_invoice,0.9426,32253.73,V-0055,existing,medium,False,approve,approve,True,65,price_mismatch
T-00201,2026-02-23 08:56:46,Accounts Payable AI,po_invoice,0.9714,13922.66,V-0289,existing,low,False,approve,approve,True,9,none
T-00202,2026-02-23 09:04:41,Accounts Payable AI,po_invoice,0.9677,21966.07,V-0371,existing,low,False,approve,approve,True,29,none
T-00203,2026-02-23 09:32:14,Accounts Payable AI,po_invoice,0.9549,26322.86,V-0280,existing,low,False,approve,approve,True,18,none
T-00204,2026-02-23 09:43:15,Accounts Payable AI,standard_invoice,0.9105,5003.16,V-0144,existing,low,False,approve,approve,True,37,none
T-00205,2026-02-23 09:45:02,Accounts Payable AI,po_invoice,0.9768,9699.98,V-0244,existing,low,False,reject,reject,True,20,none
T-00206,2026-02-23 10:00:59,Accounts Payable AI,po_invoice,0.9345,12531.68,V-0197,existing,medium,False,approve,approve,True,70,price_mismatch
T-00207,2026-02-23 10:06:58,Accounts Payable AI,po_invoice,0.9805,28399.8,V-0031,existing,low,False,approve,approve,True,30,none
T-00208,2026-02-23 10:09:51,Accounts Payable AI,po_invoice,0.9273,78461.44,V-0162,existing,high,True,reject,reject,True,618,contract_mismatch
T-00209,2026-02-23 10:18:25,Accounts Payable AI,non_po_invoice,0.9907,34139.68,V-0092,existing,low,False,approve,approve,True,14,none
T-00210,2026-02-23 10:29:06,Accounts Payable AI,po_invoice,0.9812,21968.83,V-0006,existing,low,False,approve,approve,True,28,none
T-00211,2026-02-23 10:32:00,Accounts Payable AI,standard_invoice,0.995,12786.16,V-0158,existing,low,False,approve,approve,True,30,none
T-00212,2026-02-23 10:34:48,Accounts Payable AI,po_invoice,0.9359,7550.93,V-0044,existing,low,False,approve,approve,True,16,none
T-00213,2026-02-23 10:38:06,Accounts Payable AI,po_invoice,0.9676,9062.94,V-0242,existing,low,False,approve,approve,True,15,none
T-00214,2026-02-23 10:59:38,Accounts Payable AI,po_invoice,0.9278,120462.42,V-0336,existing,medium,True,approve,approve,True,188,missing_po
T-00215,2026-02-23 11:17:38,Accounts Payable AI,po_invoice,0.9778,44283.23,V-0242,existing,low,False,approve,approve,True,18,none
T-00216,2026-02-23 11:21:28,Accounts Payable AI,standard_invoice,0.9388,68815.85,V-0244,existing,medium,False,reject,reject,True,94,price_mismatch
T-00217,2026-02-23 12:05:13,Accounts Payable AI,standard_invoice,0.9457,14456.51,V-0040,existing,low,False,approve,approve,True,32,none
T-00218,2026-02-23 12:24:35,Accounts Payable AI,standard_invoice,0.9069,27800.16,V-0286,existing,low,False,approve,approve,True,19,none
T-00219,2026-02-23 12:33:04,Accounts Payable AI,po_invoice,0.9064,50101.87,V-0176,existing,low,False,approve,approve,True,17,none
T-00220,2026-02-23 12:45:24,Accounts Payable AI,po_invoice,0.9814,29823.56,V-0094,existing,low,False,approve,approve,True,9,none
T-00221,2026-02-23 12:50:27,Accounts Payable AI,standard_invoice,0.9754,17433.25,V-0373,existing,low,True,approve,approve,True,242,missing_approval
T-00222,2026-02-23 12:56:40,Accounts Payable AI,non_po_invoice,0.9684,79194.6,V-0246,existing,medium,False,approve,approve,True,39,none
T-00223,2026-02-23 13:07:37,Accounts Payable AI,po_invoice,0.9421,5996.3,V-0314,existing,low,False,approve,approve,True,13,none
T-00224,2026-02-23 13:16:44,Accounts Payable AI,non_po_invoice,0.9702,39492.27,V-0310,existing,low,False,approve,approve,True,41,none
T-00225,2026-02-23 13:22:47,Accounts Payable AI,po_invoice,0.9558,15349.14,V-0231,existing,low,False,approve,approve,True,30,none
T-00226,2026-02-23 13:26:00,Accounts Payable AI,non_po_invoice,0.9324,29606.84,V-0388,existing,low,False,approve,approve,True,73,missing_po
T-00227,2026-02-23 13:43:17,Accounts Payable AI,po_invoice,0.9308,3431.84,V-0023,existing,medium,True,approve,approve,True,206,contract_mismatch
T-00228,2026-02-23 13:51:23,Accounts Payable AI,po_invoice,0.978,12506.83,V-0076,existing,low,False,approve,approve,True,22,none
T-00229,2026-02-23 14:18:55,Accounts Payable AI,po_invoice,0.9871,59376.58,V-0114,existing,low,False,approve,approve,True,18,none
T-00230,2026-02-23 14:19:52,Accounts Payable AI,standard_invoice,0.9322,60558.05,V-0083,existing,low,False,approve,approve,True,61,missing_po
T-00231,2026-02-23 14:32:50,Accounts Payable AI,non_po_invoice,0.9011,41789.74,V-0193,existing,medium,True,reject,reject,True,293,duplicate_invoice
T-00232,2026-02-23 14:34:32,Accounts Payable AI,standard_invoice,0.9733,16293.73,V-0030,existing,low,False,approve,approve,True,19,none
T-00233,2026-02-23 14:37:10,Accounts Payable AI,non_po_invoice,0.9834,34126.18,V-0036,existing,low,False,approve,approve,True,14,none
T-00234,2026-02-23 14:49:39,Accounts Payable AI,po_invoice,0.9759,67338.9,V-0341,existing,low,False,approve,approve,True,12,none
T-00235,2026-02-23 14:49:44,Accounts Payable AI,non_po_invoice,0.973,37610.42,V-0168,existing,low,False,reject,approve,False,64,none
T-00236,2026-02-23 14:55:03,Accounts Payable AI,po_invoice,0.9692,60118.14,V-0128,existing,low,False,approve,approve,True,10,none
T-00237,2026-02-23 15:26:18,Accounts Payable AI,standard_invoice,0.9462,4089.43,V-0015,existing,low,False,approve,approve,True,61,none
T-00238,2026-02-23 15:37:58,Accounts Payable AI,standard_invoice,0.9764,43351.63,V-0295,existing,low,False,approve,approve,True,10,none
T-00239,2026-02-23 15:38:28,Accounts Payable AI,standard_invoice,0.9859,26499.96,V-0169,existing,low,False,approve,approve,True,15,none
T-00240,2026-02-23 15:39:49,Accounts Payable AI,standard_invoice,0.9907,27828.7,V-0113,existing,low,False,reject,reject,True,20,none
T-00241,2026-02-23 16:08:01,Accounts Payable AI,standard_invoice,0.9484,25153.83,V-0218,existing,medium,False,approve,approve,True,60,price_mismatch
T-00242,2026-02-23 16:13:28,Accounts Payable AI,po_invoice,0.9358,63665.95,V-0276,existing,medium,False,approve,approve,True,63,price_mismatch
T-00243,2026-02-23 16:19:52,Accounts Payable AI,standard_invoice,0.9358,30038.59,NV-0121,new,medium,True,approve,approve,True,119,none
T-00244,2026-02-23 16:32:08,Accounts Payable AI,standard_invoice,0.9664,15112.15,V-0018,existing,low,False,approve,approve,True,12,none
T-00245,2026-02-23 16:32:57,Accounts Payable AI,standard_invoice,0.9115,9769.49,V-0115,existing,medium,True,approve,approve,True,570,contract_mismatch
T-00246,2026-02-23 16:59:19,Accounts Payable AI,po_invoice,0.9268,37595.0,V-0150,existing,low,False,approve,approve,True,22,none
T-00247,2026-02-23 17:01:08,Accounts Payable AI,standard_invoice,0.9308,38032.09,V-0192,existing,low,False,approve,approve,True,53,missing_po
T-00248,2026-02-23 17:32:34,Accounts Payable AI,non_po_invoice,0.9634,27398.74,V-0158,existing,low,False,approve,approve,True,13,none
T-00249,2026-02-23 17:47:54,Accounts Payable AI,standard_invoice,0.931,10924.14,V-0394,existing,low,False,approve,approve,True,48,none
T-00250,2026-02-23 17:58:34,Accounts Payable AI,non_po_invoice,0.9011,41290.44,V-0045,existing,medium,True,approve,approve,True,307,contract_mismatch
T-00251,2026-02-23 18:03:52,Accounts Payable AI,po_invoice,0.9404,14253.99,V-0164,existing,low,False,approve,approve,True,17,none
T-00252,2026-02-23 18:03:54,Accounts Payable AI,standard_invoice,0.9565,16181.92,V-0072,existing,low,False,approve,approve,True,18,none
T-00253,2026-02-23 18:10:45,Accounts Payable AI,po_invoice,0.9671,112432.35,V-0025,existing,medium,True,approve,approve,True,291,none
T-00254,2026-02-23 18:32:08,Accounts Payable AI,po_invoice,0.9455,26536.89,V-0213,existing,low,False,approve,approve,True,20,none
T-00255,2026-02-23 18:59:59,Accounts Payable AI,po_invoice,0.9071,16075.4,V-0056,existing,low,False,approve,approve,True,69,missing_po
T-00256,2026-02-23 19:04:33,Accounts Payable AI,non_po_invoice,0.9439,12522.69,V-0296,existing,low,False,approve,approve,True,18,none
T-00257,2026-02-23 19:09:39,Accounts Payable AI,po_invoice,0.9667,45671.42,V-0338,existing,low,False,approve,approve,True,28,none
T-00258,2026-02-23 19:37:09,Accounts Payable AI,po_invoice,0.9459,15386.71,V-0122,existing,low,False,approve,approve,True,48,none
T-00259,2026-02-23 19:45:24,Accounts Payable AI,po_invoice,0.9909,6854.49,V-0295,existing,low,False,approve,approve,True,17,none
T-00260,2026-02-23 19:49:45,Accounts Payable AI,non_po_invoice,0.9256,47730.78,V-0332,existing,low,False,approve,approve,True,17,none
T-00261,2026-02-23 19:51:38,Accounts Payable AI,standard_invoice,0.9504,57066.53,V-0141,existing,medium,False,reject,reject,True,78,price_mismatch
T-00262,2026-02-23 19:51:56,Accounts Payable AI,non_po_invoice,0.9205,16401.07,V-0373,existing,low,False,approve,approve,True,62,missing_po
T-00263,2026-02-23 19:53:14,Accounts Payable AI,non_po_invoice,0.9661,10608.58,V-0368,existing,low,False,approve,approve,True,28,none
T-00264,2026-02-23 19:54:11,Accounts Payable AI,non_po_invoice,0.9388,16578.0,V-0236,existing,low,False,approve,approve,True,16,none
T-00265,2026-02-23 20:00:06,Accounts Payable AI,po_invoice,0.9748,57218.44,V-0391,existing,low,False,approve,approve,True,39,none
T-00266,2026-02-23 20:02:15,Accounts Payable AI,non_po_invoice,0.9462,31710.8,V-0280,existing,low,False,approve,approve,True,15,none
T-00267,2026-02-23 20:10:57,Accounts Payable AI,po_invoice,0.9313,19465.39,NV-0051,new,medium,True,approve,approve,True,255,none
T-00268,2026-02-23 20:16:27,Accounts Payable AI,standard_invoice,0.9388,73559.17,V-0241,existing,low,True,reject,reject,True,198,missing_approval
T-00269,2026-02-23 20:30:21,Accounts Payable AI,po_invoice,0.9787,12683.73,V-0245,existing,low,False,approve,approve,True,13,none
T-00270,2026-02-23 20:49:55,Accounts Payable AI,po_invoice,0.9912,38261.16,V-0291,existing,low,False,approve,approve,True,13,none
T-00271,2026-02-23 21:10:09,Accounts Payable AI,non_po_invoice,0.987,207167.99,V-0123,existing,high,True,approve,approve,True,136,none
T-00272,2026-02-23 21:31:43,Accounts Payable AI,po_invoice,0.9845,40484.92,V-0262,existing,medium,True,reject,reject,True,524,duplicate_invoice
T-00273,2026-02-23 21:38:30,Accounts Payable AI,po_invoice,0.9841,8481.27,V-0270,existing,low,False,approve,approve,True,25,none
T-00274,2026-02-23 21:58:57,Accounts Payable AI,po_invoice,0.8837,11732.64,V-0322,existing,low,True,reject,reject,True,708,missing_po
T-00275,2026-02-23 22:07:38,Accounts Payable AI,po_invoice,0.9039,56502.39,NV-0050,new,medium,True,approve,approve,True,243,missing_po
T-00276,2026-02-23 22:13:03,Accounts Payable AI,standard_invoice,0.9813,6680.67,V-0292,existing,low,False,approve,approve,True,14,none
T-00277,2026-02-23 22:32:58,Accounts Payable AI,non_po_invoice,0.9099,12956.82,V-0233,existing,medium,True,reject,reject,True,296,contract_mismatch
T-00278,2026-02-23 22:33:10,Accounts Payable AI,standard_invoice,0.9119,6411.69,V-0175,existing,low,False,approve,approve,True,20,none
T-00279,2026-02-23 22:36:03,Accounts Payable AI,po_invoice,0.9405,115779.36,V-0357,existing,medium,True,approve,approve,True,438,none
T-00280,2026-02-23 22:42:50,Accounts Payable AI,po_invoice,0.9836,37686.57,V-0149,existing,low,False,approve,approve,True,11,none
T-00281,2026-02-23 22:59:07,Accounts Payable AI,po_invoice,0.9646,103087.43,V-0286,existing,medium,True,approve,approve,True,296,none
T-00282,2026-02-23 23:12:09,Accounts Payable AI,po_invoice,0.9148,61034.1,NV-0034,new,medium,True,approve,approve,True,306,none
T-00283,2026-02-23 23:21:07,Accounts Payable AI,non_po_invoice,0.9212,25689.94,V-0350,existing,medium,True,approve,approve,True,175,contract_mismatch
T-00284,2026-02-23 23:28:56,Accounts Payable AI,po_invoice,0.9816,28104.27,V-0206,existing,low,False,approve,approve,True,27,none
T-00285,2026-02-23 23:30:01,Accounts Payable AI,standard_invoice,0.923,46219.09,V-0235,existing,low,False,approve,approve,True,18,none
T-00286,2026-02-23 23:51:23,Accounts Payable AI,po_invoice,0.9674,35719.08,NV-0108,new,medium,False,approve,approve,True,30,none
T-00287,2026-02-23 23:51:23,Accounts Payable AI,po_invoice,0.9124,43992.35,V-0006,existing,low,False,approve,approve,True,57,none
T-00288,2026-02-23 23:53:31,Accounts Payable AI,standard_invoice,0.9847,13300.95,V-0112,existing,low,False,approve,approve,True,25,none
T-00289,2026-02-24 00:05:20,Accounts Payable AI,standard_invoice,0.8717,14522.52,V-0230,existing,low,True,approve,approve,True,115,none
T-00290,2026-02-24 00:05:23,Accounts Payable AI,po_invoice,0.9929,37257.86,V-0371,existing,low,False,approve,approve,True,32,none
T-00291,2026-02-24 00:23:24,Accounts Payable AI,non_po_invoice,0.9684,61250.32,V-0121,existing,low,False,approve,approve,True,28,none
T-00292,2026-02-24 00:35:42,Accounts Payable AI,po_invoice,0.9736,24828.19,V-0345,existing,low,False,approve,approve,True,24,none
T-00293,2026-02-24 00:48:22,Accounts Payable AI,standard_invoice,0.9482,30044.06,V-0127,existing,low,False,approve,approve,True,11,none
T-00294,2026-02-24 01:15:53,Accounts Payable AI,standard_invoice,0.982,32257.1,V-0036,existing,low,False,approve,approve,True,18,none
T-00295,2026-02-24 01:33:25,Accounts Payable AI,standard_invoice,0.9634,7858.86,V-0210,existing,low,False,approve,approve,True,27,none
T-00296,2026-02-24 01:35:37,Accounts Payable AI,po_invoice,0.9542,22754.89,V-0182,existing,low,False,approve,approve,True,27,none
T-00297,2026-02-24 01:38:52,Accounts Payable AI,po_invoice,0.9352,6375.65,V-0210,existing,medium,False,approve,approve,True,49,price_mismatch
T-00298,2026-02-24 02:15:16,Accounts Payable AI,po_invoice,0.963,14986.98,V-0181,existing,low,False,approve,approve,True,31,none
T-00299,2026-02-24 02:41:55,Accounts Payable AI,standard_invoice,0.9727,23934.68,V-0333,existing,low,False,approve,approve,True,34,none
T-00300,2026-02-24 02:55:53,Accounts Payable AI,po_invoice,0.9876,54635.74,V-0180,existing,low,False,approve,approve,True,16,none
T-00301,2026-02-24 03:04:06,Accounts Payable AI,po_invoice,0.9735,66456.28,V-0311,existing,low,False,approve,approve,True,20,none
T-00302,2026-02-24 03:09:55,Accounts Payable AI,po_invoice,0.9812,32930.6,V-0162,existing,low,False,approve,approve,True,16,none
T-00303,2026-02-24 03:17:55,Accounts Payable AI,po_invoice,0.9029,18710.66,V-0121,existing,medium,True,approve,approve,True,354,duplicate_invoice
T-00304,2026-02-24 03:32:06,Accounts Payable AI,standard_invoice,0.9677,10705.31,V-0319,existing,low,False,approve,approve,True,23,none
T-00305,2026-02-24 03:39:33,Accounts Payable AI,standard_invoice,0.9587,63187.08,V-0273,existing,low,False,approve,approve,True,14,none
T-00306,2026-02-24 03:50:57,Accounts Payable AI,po_invoice,0.9826,179710.29,V-0073,existing,medium,True,approve,approve,True,212,none
T-00307,2026-02-24 03:51:42,Accounts Payable AI,po_invoice,0.9153,13648.82,V-0212,existing,medium,True,reject,reject,True,248,contract_mismatch
T-00308,2026-02-24 04:20:21,Accounts Payable AI,po_invoice,0.9409,22322.24,V-0279,existing,low,False,reject,reject,True,15,none
T-00309,2026-02-24 04:21:11,Accounts Payable AI,po_invoice,0.9302,64861.04,V-0003,existing,low,False,approve,approve,True,21,none
T-00310,2026-02-24 04:22:18,Accounts Payable AI,po_invoice,0.9509,18580.76,V-0104,existing,low,False,approve,approve,True,22,none
T-00311,2026-02-24 04:29:59,Accounts Payable AI,non_po_invoice,0.8839,15241.46,V-0123,existing,low,True,approve,approve,True,486,missing_po
T-00312,2026-02-24 04:31:34,Accounts Payable AI,po_invoice,0.9632,44254.01,V-0261,existing,low,False,approve,approve,True,12,none
T-00313,2026-02-24 04:33:04,Accounts Payable AI,po_invoice,0.9387,33293.1,V-0340,existing,low,False,approve,approve,True,57,missing_po
T-00314,2026-02-24 04:44:24,Accounts Payable AI,po_invoice,0.9511,60782.93,NV-0020,new,medium,False,approve,approve,True,31,none
T-00315,2026-02-24 04:50:04,Accounts Payable AI,po_invoice,0.9826,20966.63,V-0034,existing,low,False,approve,approve,True,14,none
T-00316,2026-02-24 05:03:50,Accounts Payable AI,standard_invoice,0.9621,36824.92,V-0310,existing,low,False,approve,approve,True,18,none
T-00317,2026-02-24 05:11:42,Accounts Payable AI,po_invoice,0.9187,22178.49,V-0319,existing,medium,True,reject,reject,True,664,contract_mismatch
T-00318,2026-02-24 05:12:31,Accounts Payable AI,non_po_invoice,0.9349,57740.18,V-0232,existing,low,False,approve,approve,True,12,none
T-00319,2026-02-24 05:14:36,Accounts Payable AI,non_po_invoice,0.9262,18109.44,V-0341,existing,low,False,approve,approve,True,30,none
T-00320,2026-02-24 05:26:34,Accounts Payable AI,non_po_invoice,0.9601,152080.82,V-0385,existing,medium,True,approve,approve,True,253,none
T-00321,2026-02-24 05:35:17,Accounts Payable AI,non_po_invoice,0.9654,32538.76,V-0206,existing,low,False,approve,approve,True,21,none
T-00322,2026-02-24 05:51:12,Accounts Payable AI,po_invoice,0.9708,55197.19,NV-0029,new,medium,False,approve,approve,True,21,none
T-00323,2026-02-24 06:09:02,Accounts Payable AI,standard_invoice,0.9452,33300.55,V-0179,existing,low,True,approve,approve,True,229,missing_approval
T-00324,2026-02-24 06:10:08,Accounts Payable AI,po_invoice,0.89,33280.75,V-0228,existing,low,True,approve,approve,True,224,none
T-00325,2026-02-24 06:13:45,Accounts Payable AI,po_invoice,0.8924,6214.74,V-0203,existing,low,True,approve,approve,True,249,none
T-00326,2026-02-24 06:17:21,Accounts Payable AI,standard_invoice,0.9914,17124.03,V-0301,existing,low,False,approve,approve,True,17,none
T-00327,2026-02-24 06:27:10,Accounts Payable AI,non_po_invoice,0.9874,38292.1,V-0221,existing,low,False,approve,approve,True,21,none
T-00328,2026-02-24 06:38:31,Accounts Payable AI,standard_invoice,0.9273,79588.95,NV-0034,new,medium,True,approve,approve,True,54,none
T-00329,2026-02-24 06:43:26,Accounts Payable AI,po_invoice,0.9697,45550.27,V-0123,existing,low,False,approve,approve,True,22,none
T-00330,2026-02-24 07:04:48,Accounts Payable AI,po_invoice,0.9633,16155.31,V-0333,existing,medium,False,approve,approve,True,46,price_mismatch
T-00331,2026-02-24 07:19:35,Accounts Payable AI,po_invoice,0.9583,18505.35,V-0136,existing,low,False,approve,approve,True,54,none
T-00332,2026-02-24 07:48:14,Accounts Payable AI,po_invoice,0.8533,14110.9,NV-0143,new,medium,True,approve,approve,True,367,none
T-00333,2026-02-24 07:51:48,Accounts Payable AI,po_invoice,0.9613,3648.71,V-0103,existing,low,False,approve,approve,True,45,none
T-00334,2026-02-24 08:01:10,Accounts Payable AI,non_po_invoice,0.9429,17721.87,V-0176,existing,medium,False,reject,reject,True,36,price_mismatch
T-00335,2026-02-24 08:09:01,Accounts Payable AI,standard_invoice,0.9912,79721.9,V-0140,existing,medium,False,approve,approve,True,13,none
